Member No.;Location;Stress;Design;Loading;Design Check;Design Check;
98;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
98;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
98;0.000;;DS1;RC1;0.369;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
98;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
98;0.825;;DS2;CO26;0.057;SE1100.00;Serviceability | Deflections in z-direction
98;0.990;;DS2;CO35;0.003;SE1200.00;Serviceability | Deflections in y-direction
98;;;;;;;
99;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
99;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
99;4.000;9;DS1;CO7;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
99;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
99;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
99;2.500;;DS2;CO26;1.725;SE1200.00;Serviceability | Deflections in u-direction
99;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
99;;;;;;;
100;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
100;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
100;0.000;;DS1;CO5;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
100;0.000;1;DS1;CO11;0.013;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
100;0.000;;DS1;CO14;0.004;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
100;0.000;;DS1;CO15;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
100;0.165;4;DS1;CO11;0.014;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
100;0.000;11;DS1;CO9;0.008;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
100;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
100;1.444;;DS1;CO8;0.292;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
100;0.330;8;DS1;CO11;0.158;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
100;1.650;1;DS1;CO9;0.358;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
100;1.444;;DS1;CO8;0.292;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
100;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
100;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
100;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
100;0.000;;DS1;RC1;0.374;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
100;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
100;0.825;;DS2;CO26;0.063;SE1100.00;Serviceability | Deflections in z-direction
100;0.825;;DS2;CO30;0.009;SE1200.00;Serviceability | Deflections in y-direction
100;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
100;;;;;;;
101;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
101;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
101;4.000;9;DS1;CO8;1.131;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
101;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
101;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
101;2.500;;DS2;CO27;1.728;SE1200.00;Serviceability | Deflections in u-direction
101;0.000;;DS1;CO13;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
101;;;;;;;
102;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
102;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
102;1.000;9;DS1;CO8;1.134;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
102;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
102;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
102;2.500;;DS2;CO27;1.732;SE1200.00;Serviceability | Deflections in u-direction
102;0.000;;DS1;CO13;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
102;;;;;;;
103;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
103;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
103;2.500;7;DS1;CO5;0.424;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
103;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
103;2.500;;DS2;CO27;0.319;SE1100.00;Serviceability | Deflections in v-direction
103;2.500;;DS2;CO27;0.892;SE1200.00;Serviceability | Deflections in u-direction
103;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
103;;;;;;;
104;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
104;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
104;1.000;9;DS1;CO9;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
104;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
104;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
104;2.500;;DS2;CO28;1.725;SE1200.00;Serviceability | Deflections in u-direction
104;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
104;;;;;;;
105;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
105;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
105;1.000;11;DS1;CO9;1.156;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
105;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
105;2.500;;DS2;CO24;0.615;SE1100.00;Serviceability | Deflections in v-direction
105;2.500;;DS2;CO28;1.755;SE1200.00;Serviceability | Deflections in u-direction
105;0.000;;DS1;CO8;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
105;;;;;;;
106;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
106;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
106;1.000;9;DS1;CO5;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
106;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
106;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
106;2.500;;DS2;CO24;1.726;SE1200.00;Serviceability | Deflections in u-direction
106;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
106;;;;;;;
107;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
107;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
107;1.000;9;DS1;CO5;1.129;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
107;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
107;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
107;2.500;;DS2;CO24;1.725;SE1200.00;Serviceability | Deflections in u-direction
107;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
107;;;;;;;
108;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
108;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
108;2.500;7;DS1;CO7;0.424;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
108;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
108;2.500;;DS2;CO24;0.319;SE1100.00;Serviceability | Deflections in v-direction
108;2.500;;DS2;CO25;0.892;SE1200.00;Serviceability | Deflections in u-direction
108;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
108;;;;;;;
109;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
109;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
109;1.650;;DS1;CO7;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
109;1.650;;DS1;CO7;0.025;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
109;1.650;11;DS1;CO8;0.032;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
109;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
109;0.000;;DS1;CO5;0.284;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
109;0.000;8;DS1;CO9;0.352;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
109;0.000;;DS1;CO5;0.284;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
109;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
109;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
109;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
109;1.485;;DS1;RC1;0.368;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
109;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
109;0.825;;DS2;CO24;0.057;SE1100.00;Serviceability | Deflections in z-direction
109;0.660;;DS2;CO35;0.003;SE1200.00;Serviceability | Deflections in y-direction
109;;;;;;;
110;Beam | 1 - IPE 500 | L : 1.575 m;;;;;;
110;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
110;1.575;;DS1;CO7;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
110;1.575;;DS1;CO7;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
110;1.575;11;DS1;CO8;0.056;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
110;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
110;0.000;;DS1;CO5;0.231;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
110;0.000;8;DS1;CO9;0.293;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
110;0.000;;DS1;CO5;0.231;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
110;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
110;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
110;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
110;0.630;;DS1;RC1;0.309;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
110;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
110;0.787;;DS2;CO24;0.039;SE1100.00;Serviceability | Deflections in z-direction
110;0.945;;DS2;CO32;0.002;SE1200.00;Serviceability | Deflections in y-direction
110;;;;;;;
111;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
111;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
111;1.650;;DS1;CO7;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
111;0.330;;DS1;CO7;0.060;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
111;1.650;11;DS1;CO18;0.070;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
111;1.650;11;DS1;CO7;0.082;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
111;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
111;0.000;;DS1;CO5;0.130;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
111;0.000;8;DS1;CO19;0.136;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
111;0.000;8;DS1;CO9;0.174;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
111;0.000;;DS1;CO5;0.130;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
111;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
111;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
111;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
111;1.650;;DS1;RC1;0.197;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
111;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
111;0.660;;DS2;CO24;0.013;SE1100.00;Serviceability | Deflections in z-direction
111;0.825;;DS2;CO35;0.005;SE1200.00;Serviceability | Deflections in y-direction
111;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
111;;;;;;;
112;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
112;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
112;1.650;;DS1;CO7;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
112;0.825;1;DS1;CO18;0.020;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
112;1.238;;DS1;CO18;0.057;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
112;1.650;;DS1;CO7;0.080;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
112;0.330;11;DS1;CO8;0.110;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
112;1.650;11;DS1;CO8;0.105;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
112;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
112;1.650;;DS1;CO7;0.258;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
112;1.650;14;DS1;CO18;0.217;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
112;1.650;14;DS1;CO8;0.300;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
112;1.650;;DS1;CO7;0.258;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
112;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
112;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
112;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
112;0.000;;DS1;RC1;0.331;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
112;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
112;0.990;;DS2;CO26;0.034;SE1100.00;Serviceability | Deflections in z-direction
112;0.825;;DS2;CO35;0.005;SE1200.00;Serviceability | Deflections in y-direction
112;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
112;;;;;;;
113;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
113;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
113;1.650;;DS1;CO7;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
113;0.000;1;DS1;CO11;0.028;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
113;0.660;;DS1;CO11;0.042;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
113;1.237;;DS1;CO7;0.097;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
113;0.000;11;DS1;CO6;0.134;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
113;1.650;11;DS1;CO7;0.130;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
113;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
113;1.650;;DS1;CO3;0.484;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
113;1.650;14;DS1;CO18;0.421;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
113;1.650;14;DS1;CO7;0.608;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
113;1.650;;DS1;CO3;0.484;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
113;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
113;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
113;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
113;1.650;;DS1;RC1;0.614;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
113;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
113;0.990;;DS2;RC2;0.098;SE1100.00;Serviceability | Deflections in z-direction
113;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
113;;;;;;;
114;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
114;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
114;1.650;;DS1;CO7;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
114;1.650;;DS1;CO7;0.025;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
114;1.650;11;DS1;CO8;0.032;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
114;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
114;0.000;;DS1;CO5;0.284;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
114;0.000;8;DS1;CO9;0.352;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
114;0.000;;DS1;CO5;0.284;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
114;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
114;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
114;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
114;1.650;;DS1;RC1;0.367;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
114;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
114;0.825;;DS2;CO24;0.057;SE1100.00;Serviceability | Deflections in z-direction
114;0.660;;DS2;CO35;0.003;SE1200.00;Serviceability | Deflections in y-direction
114;;;;;;;
115;Beam | 1 - IPE 500 | L : 1.575 m;;;;;;
115;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
115;1.575;;DS1;CO7;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
115;1.575;;DS1;CO7;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
115;1.575;11;DS1;CO8;0.056;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
115;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
115;0.000;;DS1;CO5;0.231;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
115;0.000;8;DS1;CO9;0.293;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
115;0.000;;DS1;CO5;0.231;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
115;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
115;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
115;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
115;1.575;;DS1;RC1;0.309;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
115;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
115;0.787;;DS2;CO24;0.039;SE1100.00;Serviceability | Deflections in z-direction
115;0.945;;DS2;CO32;0.002;SE1200.00;Serviceability | Deflections in y-direction
115;;;;;;;
116;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
116;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
116;1.650;;DS1;CO7;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
116;0.330;;DS1;CO7;0.060;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
116;1.650;11;DS1;CO18;0.070;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
116;1.650;11;DS1;CO7;0.082;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
116;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
116;0.000;;DS1;CO5;0.130;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
116;0.000;8;DS1;CO19;0.135;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
116;0.000;8;DS1;CO9;0.173;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
116;0.000;;DS1;CO5;0.130;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
116;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
116;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
116;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
116;1.650;;DS1;RC1;0.196;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
116;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
116;0.660;;DS2;CO24;0.013;SE1100.00;Serviceability | Deflections in z-direction
116;0.825;;DS2;CO35;0.005;SE1200.00;Serviceability | Deflections in y-direction
116;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
116;;;;;;;
117;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
117;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
117;1.650;;DS1;CO7;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
117;0.825;1;DS1;CO16;0.020;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
117;1.155;;DS1;CO18;0.057;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
117;1.650;;DS1;CO7;0.080;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
117;0.206;11;DS1;CO8;0.110;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
117;1.650;11;DS1;CO8;0.105;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
117;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
117;1.650;;DS1;CO7;0.258;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
